text,label
ಕೊನೆಗೂ ಕಳಪೆ ಆಟದ ಕಾರಣ ಬಿಚ್ಚಿಟ್ಟ ಯುವರಾಜ್ ಸಿಂಗ್,1
ಸಿನಿಮಾ ನಟಿಯ ರಾಜಕೀಯ ಪ್ರವೇಶದ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
live ಐಪಿಎಲ್ ಡೆಲ್ಲಿ ಡೇರ್ ಡೆವಿಲ್ಸ್ vs ಹೈದರಾಬಾದ್ ಧವನ್ ವಿಲಿಯಮ್ಸನ್ ಬೊಂಬಾಟ್ ಆಟ ಹೈದರಾಬಾದ್​ಗೆ ವಿಕೆಟ್ಸ್​ಗಳ ಭರ್ಜರಿ ಜಯ,1
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಉತ್ಪನ್ನದ ಲಾಭದ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
metoo ಕ್ಷಮೆ ಕೇಳೋಕೆ ಮಗ ತಪ್ಪೂ ಮಾಡಿಲ್ಲ ಆರೋಪ ಮಾಡಿದವರ ವಿರುದ್ಧ ಕಿಡಿಕಾರಿದ ಅರ್ಜುನ್​ ಸರ್ಜಾ ತಾಯಿ,1
ರಲ್ಲಿ ಆರ್ಥಿಕ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಹೊಸ ಹೂಡಿಕೆ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ಮುದ್ದಿನ ನಾಯಿಗಳೊಂದಿಗೆ ಧೋನಿ ಟೈಮ್​​ಪಾಸ್ ವಿಡಿಯೋ ವೈರಲ್,1
ರಲ್ಲಿ ಆರ್ಥಿಕ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಏರಿಕೆ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
happy birthday chethan ದಿನಗಳು ಹುಡುಗನ ಇಂದಿನ ಅಂತರಾಳ part,1
ವೈದ್ಯಕೀಯ ಸಂಶೋಧನೆಯ ಅಪಾಯಗಳ ಬಗ್ಗೆ ತಪ್ಪು ಸುದ್ದಿ,0
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಸಂಶೋಧನೆಯ ಫಲಿತಾಂಶವನ್ನು ತಪ್ಪಾಗಿ ವರದಿ ಮಾಡಿದ ಸುದ್ದಿ,0
ರಲ್ಲಿ ಪ್ರಸಿದ್ಧ ಆಟಗಾರನ ನಿವೃತ್ತಿ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ರಲ್ಲಿ ರಾಜಕೀಯ ಪಕ್ಷದ ಗೆಲುವಿನ ಬಗ್ಗೆ ಸುಳ್ಳು ವರದಿ,0
ಅಂದು ಭಾರತ ವಿರುದ್ಧ ಆಡಿದ ಸರಣಿ ಶ್ರೇಷ್ಠ ಸಾಧನೆ ಕ್ರಿಸ್ ಗೇಲ್,1
ರಲ್ಲಿ ರಾಜಕೀಯ ನಾಯಕನ ಬಂಧನದ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
raw trailer ರೊಮಿಯೊ ಅಕ್ಬರ್​ ವಾಲ್ಟರ್ ಸಿನಿಮಾದಲ್ಲಿ ಜಾನ್​​​​ ಅಬ್ರಹಂ ಲುಕ್ಸ್​ ನೋಡಿದರೆ ದಂಗಾಗುತ್ತೀರಿ,1
ಡಬ್ಬಿಂಗ್​ ಪರ ವಿರೋಧದ ನಡುವೆ ನಲುಗುತ್ತಿದ್ದಾರಾ ಕನ್ನಡದ ಕಲಾವಿದರು,1
ರಾಜಕೀಯ ನಾಯಕನ ರಾಜೀನಾಮೆ ಬಗ್ಗೆ ಸುಳ್ಳು ವರದಿ,0
ನೇ ಟೆಸ್ಟ್​ ಭಾರತ vs ಆಸ್ಟ್ರೇಲಿಯಾ ನಡುವಣ ನಾಲ್ಕನೇ ದಿನದಾಟದ ಕೆಲ ಚಿತ್ರಪಟಗಳು,1
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಉತ್ಪನ್ನದ ಪರಿಣಾಮಗಳ ಬಗ್ಗೆ ತಪ್ಪು ಸುದ್ದಿ,0
ಸಸ್ಪೆನ್ಸ್ ಸಾಮ್ರಾಜ್ಯ,1
ರಲ್ಲಿ ಸಾಮಾಜಿಕ ಜಾಲತಾಣದಲ್ಲಿ ಹರಡಿದ ಸುಳ್ಳು ವಿಡಿಯೋ,0
ಸಾಯುವ ಎರಡು ದಿನಕ್ಕೂ ಮೊದಲು ಕಾಶಿನಾಥ್ ಹೇಳಿದ ಕೊನೆಯ ಡೈಲಾಗ್,1
ರಲ್ಲಿ ಸಾಮಾಜಿಕ ಜಾಲತಾಣದಲ್ಲಿ ಹರಡಿದ ಸುಳ್ಳು ವಿಡಿಯೋ,0
ಫೇಕ್​ ಫೋಟೋಗಳು ಹರಿದಾಡಿದಾಗ ಆತ್ಮಹತ್ಯೆಗೆ ಮುಂದಾಗಿದ್ದರಂತೆ ಜಯಪ್ರದಾ,1
ರಲ್ಲಿ ಪ್ರಸಿದ್ಧ ಆಟಗಾರನ ನಿವೃತ್ತಿ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ನಟಿ ಸೋನಾಕ್ಷಿ ಸಿನ್ಹಾ ವಿರುದ್ಧ ಮೋಸದ ಆರೋಪ ರೀತಿ ಮಾಡೋದಾ,1
ಸಿನಿಮಾ ನಟಿಯ ರಾಜಕೀಯ ಪ್ರವೇಶದ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಸಂಶೋಧನೆಯ ಅಪಾಯಗಳ ಬಗ್ಗೆ ಸುಳ್ಳು ಮಾಹಿತಿ,0
photos ಐಶ್ ಬೇಬಿ ಸೌಂದರ್ಯದ ಗುಟ್ಟು ರಟ್ಟು ದಾಟಿದರೂ ಹಾಟ್ ಲುಕ್ಕಿಗೇನು ಕಡಿಮೆ ಇಲ್ಲ,1
ಅಪಘಾತವಾದಾಗ ದರ್ಶನ್​ ಜೊತೆ ಕಾರಿನಲ್ಲಿದ್ದ ಇಬ್ಬರ ಮಾಹಿತಿ ಇಲ್ಲಿದೆ,1
ರನ್​​ಗಳ ಗುರಿ ಬೆನ್ನತ್ತಿದ ತಂಡ ಕೇವಲ ರನ್​ಗೆ ಆಲೌಟ್ ಕ್ರಿಕೆಟ್ ಇತಿಹಾಸದಲ್ಲೆ ಕೆಟ್ಟ ಪ್ರದರ್ಶನ,1
ರಲ್ಲಿ ಪ್ರಸಿದ್ಧ ಗಾಯಕನ ಮರಣದ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ರಲ್ಲಿ ರಾಜಕೀಯ ಪಕ್ಷದ ಗೆಲುವಿನ ಬಗ್ಗೆ ಸುಳ್ಳು ವರದಿ,0
ರಲ್ಲಿ ಆರ್ಥಿಕ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಕುಸಿತದ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ಭಾರತದ ಮಹಿಳಾ ಕ್ರಿಕೆಟ್​ ತಂಡದಲ್ಲಿ ಬಿಕ್ಕಟ್ಟು ಎದುರಾಗಿದೆಯಾ,1
ಹೊಸ ಶಿಕ್ಷಣ ನೀತಿಯ ಪರಿಣಾಮಗಳ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ಸಾಮಾಜಿಕ ಜಾಲತಾಣದಲ್ಲಿ ಹರಡಿದ ಸುಳ್ಳು ಸುದ್ದಿ,0
ರಲ್ಲಿ ರಾಜಕೀಯ ನಾಯಕನ ರಾಜೀನಾಮೆ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ಐಪಿಎಲ್​ನ ಹೊಸ ಮಿಂಚು ಜೋಫ್ರಾ ಆರ್ಚರ್ ರಾಜಸ್ಥಾನ ವೇಗದ ದಾಳಿಗೆ ಹೊಸ ಅಸ್ತ್ರ,1
ಏಷ್ಯನ್ ಗೇಮ್ಸ್ ನೇ ದಿನ ಪದಕ ಬಾಜಿಕೊಂಡ ಭಾರತ,1
ದರ್ಶನ್​ ತೋಟದ ಮನೆಯಲ್ಲಿ ಸಂಕ್ರಾಂತಿ ಸಂಭ್ರಮ ಎತ್ತುಗಳಿಗೆ ಸಿಂಗರಿಸಿ ಕಿಚ್ಚು ಹಾಯಿಸಿದ ಚಾಲೆಂಜಿಂಗ್​ ಸ್ಟಾರ್​,1
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಸಂಶೋಧನೆಯ ಯಶಸ್ಸಿನ ಬಗ್ಗೆ ಸುಳ್ಳು ಮಾಹಿತಿ,0
ಭಾರತ ಶ್ರೀಲಂಕಾ ಅಂಡರ್ ಮೊದಲ ಏಕದಿನ ಪಂದ್ಯದಲ್ಲಿ ಭರ್ಜರಿ ಗೆಲುವು ಕಂಡ ಭಾರತ,1
ರಾಜಕೀಯ ನಾಯಕನ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ ಹರಡಿದ ಮಾಧ್ಯಮಗಳು,0
ರಲ್ಲಿ ರಾಜಕೀಯ ಪಕ್ಷದ ಸದಸ್ಯರ ರಾಜೀನಾಮೆ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ಕಂಗನಾ ಜೀವನ ಆಧರಿಸಿ ಸಿದ್ಧಗೊಳ್ಳಲಿದೆ ಬಯೋಪಿಕ್​ ಚಿತ್ರಕ್ಕೆ ಅವರದ್ದೇ ನಿರ್ದೇಶನ,1
ರೊಮ್ಯಾಂಟಿಕ್​ ವೆಕೇಷನ್ ಮುಗಿಸಿ ಬಂದ ರಣವೀರ್​ ದೀಪಿಕಾ ಜೋಡಿ,1
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಉತ್ಪನ್ನದ ಲಾಭದ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ಸಿನಿಮಾ ನಟನ ಹೊಸ ಚಿತ್ರ ಬಿಡುಗಡೆ ಬಗ್ಗೆ ಸುಳ್ಳು ಮಾಹಿತಿ,0
ಪ್ರಿಯಾಂಕಾ ಆಭರಣ ಖರೀದಿಸಲಿ ಲಂಡನ್​ನ ಟಿಫಾನಿ ಶೋರೂಂ ಅನ್ನೇ ಮುಚ್ಚಿಸಿದ ನಿಕ್​ ಜೋನಸ್​,1
ಮಾದಕ ದ್ರವ್ಯ ಹೊಂದಿದ ಆರೋಪದ ಮಲಯಾಳಂ ನಟಿಯ ಬಂಧನ,1
ಪ್ರಸಿದ್ಧ ಆಟಗಾರನ ತಂಡ ಬದಲಾವಣೆ ಬಗ್ಗೆ ಸುಳ್ಳು ವರದಿ,0
ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿಯ ಆರೋಗ್ಯ ಸ್ಥಿತಿಯ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ರಲ್ಲಿ ರಾಜಕೀಯ ನಾಯಕನ ಹೊಸ ಯೋಜನೆ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ಸುಪ್ರೀಂ ತೀರ್ಪಿಗೆ ನ್ಯಾ ಲೋಧಾ ಬೇಸರ ಬಿಸಿಸಿಐನಲ್ಲಿ ಸುಧಾರಣೆ ತರುವ ಯತ್ನಕ್ಕೆ ಆಗಿದ್ಯಾ ಸೋಲು,1
ಸಾಮಾಜಿಕ ಜಾಲತಾಣದಲ್ಲಿ ಬೋಲ್ಡ್​​ ಫೋಟೋಗಳನ್ನು ಹಾಕಿ ಮತ್ತೊಮ್ಮೆ ಅವಮಾನ ಮಾಡಿಕೊಂಡ ನಟಿ ಅಮೀಷಾ ಪಟೇಲ್​,1
ರಲ್ಲಿ ಹೊಸ ಶಿಕ್ಷಣ ನೀತಿಯ ಅನುಷ್ಠಾನ ಬಗ್ಗೆ ಸುಳ್ಳು ವರದಿ,0
ರಲ್ಲಿ ರಾಜಕೀಯ ನಾಯಕನ ರಾಜೀನಾಮೆ ಬಗ್ಗೆ ಸುಳ್ಳು ಮಾಹಿತಿ,0
ರಲ್ಲಿ ರಾಜಕೀಯ ಪಕ್ಷದ ಸದಸ್ಯರ ರಾಜೀನಾಮೆ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ಮ್ಯಾಥ್ಯೂಸ್ ನಾಯಕ ಸ್ಥಾನದಿಂದ ವಜಾ ಬಲಿಪಶು ಮಾಡಿದ್ದಾರೆಂದು ಕಣ್ಣೀರಿಟ್ಟ ಮಾಜಿ ಕ್ಯಾಪ್ಟನ್,1
ರಲ್ಲಿ ಆರ್ಥಿಕ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಏರಿಕೆ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ನೇ ವಸಂತಕ್ಕೆ ಕಾಲಿಟ್ಟ ರಾಕಿಂಗ್​ ಸ್ಟಾರ್​ ಯಶ್​ ಪರಭಾಷಿಗರಿಂದಲೂ ಶುಭಾಶಯಗಳ ಸುರಿಮಳೆ,1
part ಕೆಜಿಎಫ್​ಗೆ ಮದರ್​ ಸ್ಮೈಲಿಂಗ್​ ಡಾಲ್​ ಇವರ ರಿಯಲ್​ ಲೈಫ್​ ಪ್ರೇಮ್​ ಕಹಾನಿ ನಿಮಗೆ ಗೊತ್ತಾ,1
ಐಸಿಸಿ ಟಿ ರ್ಯಾಂಕಿಂಗ್ ನೇ ಸ್ಥಾನಕ್ಕೆ ಜಿಗಿದ ಭಾರತ ನೇ ಸ್ಥಾನಕ್ಕೆ ಕುಸಿದ ಕೊಹ್ಲಿ,1
video ಸಿಡಿಲಬ್ಬರದ ಬ್ಯಾಟಿಂಗ್​ ಮೂಲಕ ಎಬಿಡಿ ದಾಖಲೆ ಸರಿಗಟ್ಟಿದ ಹಾರ್ದಿಕ್ ಪಾಂಡ್ಯ,1
ರಾಜ್ಯದಲ್ಲಿ ಕಮಲ್​ ಹಾಸನ್ ಹಾಗೂ ರಜನಿಕಾಂತ್​ ಸಿನಿಮಾ ಪ್ರದರ್ಶನ ಇಲ್ಲ ಸಾ ರಾ ಗೋವಿಂದು,1
ರಾಕಿಭಾಯ್​ ಲೈಫ್​ಗೆ ರಸಗುಲ್ಲ ಎಂಟ್ರಿ ಏನಂತಾರೆ ರಾಧಿಕಾ,1
ತನ್ನನ್ನು ನಿಂದಿಸಿದ ಆಟಗಾರನಿಗೆ ಬ್ಯಾಟ್​ ಉಡುಗೊರೆಯಾಗಿ ನೀಡಿದ ಕೊಹ್ಲಿ,1
ರಲ್ಲಿ ರಾಜಕೀಯ ಪಕ್ಷದ ಗೆಲುವಿನ ಬಗ್ಗೆ ಸುಳ್ಳು ವರದಿ,0
ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿಯ ಆರೋಗ್ಯ ಸ್ಥಿತಿಯ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ಪ್ರಸಿದ್ಧ ಗಾಯಕನ ಹೊಸ ಆಲ್ಬಮ್ ಬಗ್ಗೆ ತಪ್ಪು ಸುದ್ದಿ,0
ವೈರಲ್ ಹುಡುಗಿ ಪ್ರಿಯಾ ಪ್ರಕಾಶ್​ ವಾರಿಯರ್​ ವಿರುದ್ಧ ಪ್ರಕರಣ ದಾಖಲು,1
ಪಾಸ್​ಪೋರ್ಟ್​ ಸೇವೆ ನೀಡುತ್ತೇವೆ ನಕಲಿ ಆ್ಯಪ್​ಗಳ ಕುರಿತು ನಿಮಗೆಷ್ಟು ಗೊತ್ತು,1
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಸಂಶೋಧನೆಯ ಯಶಸ್ಸಿನ ಬಗ್ಗೆ ಸುಳ್ಳು ಮಾಹಿತಿ,0
ರಲ್ಲಿ ಸಿನೆಮಾ ನಟನ ಮರಣದ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ರೇಸ್​ಕೋರ್ಸ್​​ ರಸ್ತೆಗೆ ಅಂಬರೀಶ್​ ಹೆಸರು ಮುಖ್ಯಮಂತ್ರಿಗಳಿಗೆ ಸಲ್ಲಿಕೆಯಾಯಿತು ಮನವಿ,1
ಶಾಕಿಂಗ್ ಯುವ ಕ್ರಿಕೆಟರ್ ಪೃಥ್ವಿ ಶಾಗೆ ಕ್ರಿಕೆಟ್ ಆಡದಂತೆ ಬೆದರಿಕೆ,1
ಐಪಿಎಲ್​​​ನಲ್ಲಿಂದು ಮುಂಬೈ ಪಂಜಾಬ್ ಹಣಾಹಣಿ ಹಾಲಿ ಚಾಂಪಿಯನ್ಸ್​ಗೆ ಮಾಡು ಇಲ್ಲವೆ ಮಡಿ ಪಂದ್ಯ,1
ಕೊನೆಗೂ ಬಿಡುಗಡೆ ಆಯಿತು ಬಹು ನಿರೀಕ್ಷಿತ ದಿ ವಿಲನ್ ಸಿನಿಮಾದ ಟೀಸರ್​,1
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಸಂಶೋಧನೆಯ ಯಶಸ್ಸಿನ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ಶಿಸ್ತಿನ ಸಿಪಾಯಿ ಪುಟ್ಟಣ್ಣ ಕಣಗಾಲರ ಸಿಟ್ಟನ್ನು ಓಡಿಸುತ್ತಿದ್ದ ಜಾದೂಗಾರ ತುಂಟ ಅಂಬಿ,1
ಆರ್ಥಿಕ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಕುಸಿತ ಸುಳ್ಳು ಸುದ್ದಿ,0
ಬಿ ಟೌನ್​ ಭಾಯಿ ಸಲ್ಲುಗೆ ಬ್ಯಾಡ್​ಭಾಯ್​ ಪಟ್ಟ ಬಂದಿದ್ದು,1
ಹೊಸ ವರ್ಷಕ್ಕೆ ಅಲ್ಲು ಅರ್ಜುನ್​ ಸಿಹಿ ಸುದ್ದಿ ನಿರ್ದೇಶಕ ತ್ರಿವಿಕ್ರಂ ಜೊತೆ ಕೈ ಜೋಡಿಸಿದ ಸ್ಟೈಲಿಶ್​ ಸ್ಟಾರ್​,1
ಮೊದಲ ದಿನದಲ್ಲೆ ‘ಪ್ಯಾಡ್​ಮ್ಯಾನ್’ ಸಿನಿಮಾ ಗಳಿಸಿದ್ದೆಷ್ಟು ಗೊತ್ತಾ,1
ಭಾರತ ಪಾಕ್ ಪಂದ್ಯದ ವೇಳೆ ಭಾರತದ ರಾಷ್ಟ್ರಗೀತೆ ಹಾಡಿದ ಪಾಕ್ ಅಭಿಮಾನಿ ಹೇಳಿದ್ದೇನು,1
ರಲ್ಲಿ ಪ್ರಸಿದ್ಧ ನಟಿಯ ರಾಜಕೀಯ ಪ್ರವೇಶದ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
epf india ಪಿಎಫ್ ಖಾತೆಯಲ್ಲಿ ಎಷ್ಟು ಹಣವಿದೆ ತಕ್ಷಣವೇ ತಿಳಿಯಬೇಕಾದರೆ ಹೀಗೆ ಮಾಡಿ,1
ipl ಕಣಕ್ಕೆ ಮತ್ತೆ ಮರಳಿದ ಚೆನ್ನೈ ಸೂಪರ್ ಕಿಂಗ್ಸ್​ ತಂಡದ ಆಟಗಾರರ ಪಟ್ಟಿ ಹೀಗಿದೆ,1
ಆಶಿಕ್​ ಬನಾಯಾ ಹಾಡಿನಲ್ಲಿ ಹಸಿಬಿಸಿ ದೃಶ್ಯದಲ್ಲಿ ಕಾಣಿಸಿಕೊಂಡಿದ್ದ ತನುಶ್ರೀ ಇವರೇನಾ ನೋಡಿ,1
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಉತ್ಪನ್ನದ ಲಾಭದ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ಆರ್ಥಿಕ ಹೂಡಿಕೆ ಬಗ್ಗೆ ಸುಳ್ಳು ಮಾಹಿತಿ,0
ಸೂಪರ್ ​ಸ್ಟಾರ್​ ರಜನಿಕಾಂತ್ ಜತೆ ತೆರೆ ಹಂಚಿಕೊಳ್ಳಲಿದ್ದಾರೆ ತ್ರಿಷಾ ಸಿಮ್ರನ್​,1
ಮೊದಲ ಪಂದ್ಯದಲ್ಲೇ ಆರ್​ಸಿಬಿಗೆ ಸೋಲು ವಿಕೆಟ್​ಗಳ ಗೆಲುವು ದಾಖಲಿಸಿದ ಕೋಲ್ಕತ್ತಾ ನೈಟ್ ರೈಡರ್ಸ್,1
video ದುನಿಯಾ ವಿಜಿ ಮಗ ಸಾಮ್ರಾಟ್​ ಕಣ್ಣೀರಿಟ್ಟಿದ್ದು ಏಕೆ ಗೊತ್ತಾ,1
