text,label
"ಸಾಮಾಜಿಕ ಭದ್ರತಾ ಯೋಜನೆಗೆ ಸಂಬಂಧಿಸಿದ ಸಂದೇಶ ನಕಲಿ; ಯಾವುದೇ ನೋಂದಣಿ ಶುಲ್ಕವಿಲ್ಲ.",0
"'ತುರ್ತು' ಎಂದು ಹೇಳುವ ಹಣ ವರ್ಗಾವಣೆ ಲಿಂಕ್ ಮೋಸ; ಸರ್ಕಾರದಿಂದ ಬಂದದ್ದು ಅಲ್ಲ.",0
"ಈ ಹೇಳಿಕೆ ಸಂಪೂರ್ಣವಾಗಿ ಸಂದರ್ಭದಿಂದ ಹೊರತೆಗೆದು ತಪ್ಪು ಅರ್ಥ ಕಲ್ಪಿಸಲಾಗಿದೆ.",0
"ಭಾರತದಲ್ಲಿ ಇಂಟರ್‌ನೆಟ್ ನಿಷೇಧದ ಬಗ್ಗೆ ಹರಿದ ಪೋಸ್ಟ್ ಸುಳ್ಳು; ಯಾವುದೇ ಆದೇಶವಿಲ್ಲ.",0
"ಈ ಪತ್ರ ಮಾಧ್ಯಮದ ಲೋಗೋ ನಕಲಿ; ಅಧಿಕೃತ ವೆಬ್‌ಸೈಟ್‌ನಲ್ಲಿ ಇಲ್ಲ.",0
"ಪರಿಷತ್ತಿನ ನಿರ್ಣಯದ ಬಗ್ಗೆ ಹಂಚಿದ ಕಟ್-ಔಟ್ ನಕಲಿ; ಮೂಲ ದಾಖಲೆ ದೊರಕಿಲ್ಲ.",0
"ಹೊಸ ವೈರಸ್ ಬಗ್ಗೆ ಪ್ಯಾನಿಕ್ ಸೃಷ್ಟಿಸುವ ಸುದ್ದಿ ಸುಳ್ಳು; ಆರೋಗ್ಯ ಇಲಾಖೆ ಖಂಡಿಸಿದೆ.",0
"ಮತದಾರರ ಪಟ್ಟಿಗೆ ಸಂಬಂಧಿಸಿದ ಲಿಂಕ್ ಮೋಸದದು; ವೈಯಕ್ತಿಕ ಮಾಹಿತಿ ಕದ್ದುಕೊಳ್ಳಲಾಗುತ್ತಿದೆ.",0
"ವೀಡಿಯೋದಲ್ಲಿ ಬೇರೆಯ ಭಾಷೆಯ ಆಡಿಯೋ ಅಂಟಿಸಲಾಗಿದೆ; ಮೂಲ ಹೇಳಿಕೆ ಬೇರೆ.",0
"ಈ ಘಟನೆ ನಡೆದ ಸ್ಥಳದ ಮಾಹಿತಿ ತಪ್ಪಾಗಿದೆ; ಬೇರೆ ರಾಜ್ಯದ ಘಟನೆ.",0
"ಆನ್‌ಲೈನ್‌ನಲ್ಲಿ ಹರಿದಿರುವ ನೇಮಕಾತಿ ಅಧಿಸೂಚನೆ ನಕಲಿ; ಇಲಾಖೆಯ ಪ್ರಕಟಣೆ ಇಲ್ಲ.",0
"ಚಿತ್ರದ ಕಾಪ್ಷನ್ ತಪ್ಪಾಗಿದೆ; ಚಿತ್ರ ಮತ್ತು ಪಠ್ಯ ಸಂಬಂಧಿಸಲ್ಲ.",0
"ಅಧಿಕೃತ ಮುದ್ರೆ ಕೃತಕವಾಗಿದೆ; ಪತ್ರ ನಕಲಿ.",0
"ಇವತ್ತು ರಾತ್ರಿ ಕರ್ಫ್ಯೂ ಘೋಷಿಸಿದೆ ಎಂಬ ಸುದ್ದಿ ಸುಳ್ಳು; ಪೊಲೀಸರ ಖಂಡನೆ ಇದೆ.",0
"ಹೊಸ ಶಿಕ್ಷಣ ನೀತಿ ಬಗ್ಗೆ ಹಂಚಿದ ನಿಯಮ ಪಟ್ಟಿ ನಕಲಿ; ಮಂತ್ರಾಲಯದ ತಾಣದಲ್ಲಿ ಲಭ್ಯವಿಲ್ಲ.",0
"ಕ್ರೀಡಾ ಪಂದ್ಯ ಫಲಿತಾಂಶವನ್ನು ತಪ್ಪಾಗಿಹಂಚಲಾಗಿದೆ; ಅಧಿಕೃತ ಸ್ಕೋರ್ಬೋರ್ಡ್ ಬೇರೆ.",0
"ಹಳೆಯ ಚಿತ್ರವನ್ನು ಎಡಿಟ್ ಮಾಡಿ ತಪ್ಪು ಸಂದೇಶ ಹಂಚಲಾಗಿದೆ.",0
"ಸ್ವಯಂ ಘೋಷಿತ ತಜ್ಞರಿಂದ ಬಂದ ಸಲಹೆಗಳನ್ನು ಅಧಿಕೃತವೆಂದು ತೋರಿಸಿ ಸುಳ್ಳು ಪ್ರಚಾರ.",0
"ವಿಪರ್ಯಾಸಕಾರಿ ವರ್ಷ/ದಿನಾಂಕ (2099/0000) ಬಳಸಿ ನಕಲಿ ಸುದ್ದಿ; ಪರಿಶೀಲನೆ ಅಗತ್ಯ.",0
"ಈ ವಿಳಾಸ/ಕೋಡ್ ದುರುದ್ದೇಶಿ; ಯಾವುದೇ ಸರ್ಕಾರೀ ಲಿಂಕ್ ಅಲ್ಲ.",0
"ವ್ಯಕ್ತಿಯ ಹೇಳಿಕೆಯನ್ನು ಕತ್ತರಿಸಿ ಹಾಕಿ ತಪ್ಪು ಅಭಿಪ್ರಾಯ ಹುಟ್ಟುಹಾಕಲಾಗಿದೆ.",0
"ಮಸೀದಿ/ದೇಗುಲ ಕುರಿತಾಗಿ ಹಂಚಿದ ದಂಗೆ ಪ್ರಚೋದಕ ಪೋಸ್ಟ್ ಸುಳ್ಳು; ಪೊಲೀಸರು ಕ್ರಮ ತೆಗೆದುಕೊಂಡಿದ್ದಾರೆ.",0
"ಟೆಕ್ ಉತ್ಪನ್ನ ಸ್ಫೋಟದ ಬಗ್ಗೆ ಹಂಚಿದ ಚಿತ್ರ ಬೇರೆ ಘಟನೆಯದು; ತಪ್ಪು ನಿರೂಪಣೆ.",0
"ಚಿತ್ರದಲ್ಲಿನ ನೀರಿನಮುದ್ರೆ (ವಾಟರ್‌ಮಾರ್ಕ್) ಮೂಲದ ಹೆಸರು ಹೊಂದಿಕೊಳ್ಳದು; ನಕಲಿ.",0
"ಹೊಸ ತೆರಿಗೆ ಬಗ್ಗೆ ಸುದ್ದಿಗೆ ಯಾವುದೇ ಅಧಿಸೂಚನೆ ಇಲ್ಲ; ತಪ್ಪು ಮಾಹಿತಿ.",0
"'ತುರ್ತು ನೇಮಕಾತಿ' ಎಂದು ಹೇಳುವ ಜಾಹೀರಾತು ನಕಲಿ; ಶುಲ್ಕ ಕೋರಲಾಗುತ್ತಿದೆ.",0
"ಮತದಾನ ಯಂತ್ರ ಹ್ಯಾಕ್ ಎಂಬ ದಾವೆ ಸುಳ್ಳು; ತಾಂತ್ರಿಕ ವರದಿ ಬೇರೆ ಹೇಳುತ್ತದೆ.",0
